id,keyword,location,text,target,processed_text
2591,collision,,"A1058 Coast Road, westbound delays and both lanes blocked at St Peters Road #Wallsend due to a two vehicle collision Po…",1,a1058 coast road westbound delay lane blocked st peter road wallsend due two vehicle collision po
2592,collision,Ireland,Incident Update: Collision on M7 between J05 - ATHGOE and J04 - RATHCOOLE (East) Lanes affected: Lane 1 has reopene… https://t.co/1maMcwxi6K,1,incident update collision m7 j05 athgoe j04 rathcoole east lane affected lane 1 reopene
2593,collision,"Garmisch-Partenkirchen, Germany","For starters, both PRC CG &amp; PH CG can discuss whether both fleets have fully implemented their respe… https://t.co/fjnPieIIF3",0,starter prc cg amp ph cg discus whether fleet fully implemented respe
2594,collision,,#M20 between J5 #Maidstone &amp; J4 #Leybourne - vehicles involved in the traffic collision have now been moved to lane 1. T…,1,m20 j5 maidstone amp j4 leybourne vehicle involved traffic collision moved lane 1
2595,collision,"Cortland Area, NY",Willows Collision https://t.co/sgfbJ65ehU #slider,0,willow collision slider
2596,collision,Manor park,#RT PeterStefanovi2: RT SuptAndyCox: Now 1 year since the last fatal collision on #A12 #London. During this time we… https://t.co/UQQtuTQ7yt,1,rt peterstefanovi2 rt suptandycox 1 year since last fatal collision a12 london time
2597,collision,Isle of Man,ROAD TRAFFIC COLLISION Victoria Road Junction with Marathon Road. Road Partially Blocked. Police en route.,1,road traffic collision victoria road junction marathon road road partially blocked police en route
2598,collision,Inishowen,The Muff to Burnfoot road is currently closed after an overnight collision.,1,muff burnfoot road currently closed overnight collision
2599,collision,Ireland,Incident closed: Collision on M50 between J09 - RED and J07 - LUCAN (North) https://t.co/kt5EM5opsR,1,incident closed collision m50 j09 red j07 lucan north
2600,collision,Motherboard,Boids: Distributed behavioral model to be a part of herd. Agent simulates 3 behaviors viewing nearest boids (agents… https://t.co/TDJXEf9Gf9,0,boids distributed behavioral model part herd agent simulates 3 behavior viewing nearest boids agent
2601,collision,Lancashire,Man jailed for serious injury collision: https://t.co/YoSwzr5LoE https://t.co/rHKZxb0iFv,1,man jailed serious injury collision
2602,collision,,"said every 15 minutes, a road traffic collision is happening on our roads; about 5 people die on our roads eve…",0,said every 15 minute road traffic collision happening road 5 people die road eve
2603,collision,Monasterevin Co Kildare,#DUBLIN Multi-vehicle collision on N7 inbound. More here: https://t.co/PSzIBsvOzE,1,dublin multivehicle collision n7 inbound
2604,collision,,Final assembly of one of our ScenePro CI 200 TS collision investigation data acquisition systems before shipping to the Aut…,0,final assembly one scenepro ci 200 t collision investigation data acquisition system shipping aut
2605,collision,,"Is Leinster Irish like Dort-Speak English, where a “crèche” is a collision between two vehicles?",0,leinster irish like dortspeak english crèche collision two vehicle
2606,collision,#bAdGB #cali,"PSA: If you have an A7 device, use the latest Vieux update to save ApNonce Collision blobs for 10.3.3 OTA in the case that Appl…",0,psa a7 device use latest vieux update save apnonce collision blob 1033 ota case appl
2607,collision,"Scotland, United Kingdom","RT polscotrpu: We are currently attending a road traffic collision on the #A92, northbound near to the Portlethen j… https://t.co/tB7XNShjTn",1,rt polscotrpu currently attending road traffic collision a92 northbound near portlethen j
2608,collision,"Gujarat, India","Simple learning of kites. 1) As soon as you go up, people will come for cutting. 2) Take the collision with your… https://t.co/FxO0salFvX",0,simple learning kite 1 soon go people come cutting 2 take collision
2609,collision,,#OnThisDay 2018 Chinese state media confirmed that Iranian tanker SANCHI had sunk after burning for more than a week fol…,1,onthisday 2018 chinese state medium confirmed iranian tanker sanchi sunk burning week fol
2610,collision,Ireland,"8.30am Castlebar - two vehicle collision at the jnctn of Main St &amp; Market St, Parsons Corner. AVOID driving up from… https://t.co/grLsqCarDG",1,830am castlebar two vehicle collision jnctn main st amp market st parson corner avoid driving
2611,collision,"Cambridge, UK",That's an unusual sort of collision… https://t.co/WVN2ez9HuD,1,thats unusual sort collision
2612,collision,"South East, England",#M20 between J5 #Maidstone &amp; J4 #Leybourne - vehicles involved in the traffic collision have now been moved to lane… https://t.co/YVx77sqsrr,1,m20 j5 maidstone amp j4 leybourne vehicle involved traffic collision moved lane
2613,collision,,#M25 anticlockwise at J12 #Thorpe - we have a lane 3 &amp; lane 4 closure in place due to a traffic collision. #TrafficOffic…,1,m25 anticlockwise j12 thorpe lane 3 amp lane 4 closure place due traffic collision trafficoffic
2614,collision,"Brighton, UK",TRAVEL: A26 near #Lewes - there is a collision between Earwig Corner and the Barcombe turnoff. Lengthy delays on both approa…,1,travel a26 near lewes collision earwig corner barcombe turnoff lengthy delay approa
2615,collision,"Brighton, Sussex, UK",TRAVEL: A26 near #Lewes - there is a collision between Earwig Corner and the Barcombe turnoff. Lengthy delays on bo… https://t.co/X4KB0kbLAm,1,travel a26 near lewes collision earwig corner barcombe turnoff lengthy delay bo
2616,collision,"South East, England",#M25 anticlockwise at J12 #Thorpe - we have a lane 3 &amp; lane 4 closure in place due to a traffic collision.… https://t.co/mdECSetXAz,1,m25 anticlockwise j12 thorpe lane 3 amp lane 4 closure place due traffic collision
2617,collision,The Wirral and Londonistan.,Now 1 year since the last fatal collision on #A12 #London. During this time we started a highly visible Road Policing Op.…,1,1 year since last fatal collision a12 london time started highly visible road policing op
2618,collision,,TESS dates an ancient collision with our galaxy,0,tess date ancient collision galaxy
2619,collision,"South East, England",BBC getting their election collision payoff in the form of an interview with Johnson at Downing Street. Avoidant of… https://t.co/OwutTp8Gma,0,bbc getting election collision payoff form interview johnson downing street avoidant
2620,collision,"East, England",** Cleared ** The vehicles involved in the collision have been moved to a safe location and all lanes have reopened… https://t.co/E8NNC7lqD4,1,cleared vehicle involved collision moved safe location lane reopened
2621,crash,North Carolina,"Nancy Pelosi is an EMBARRASSMENT Pelosi said ""whatever!"" when the host mentioned protests in Iran are against Islamic reg…",0,nancy pelosi embarrassment pelosi said whatever host mentioned protest iran islamic reg
2622,crash,"चेनासमुद्रम, भारत",no one is asking u to intervene you lost that power Trudeau's Strong Response On US-Iran Tensions That Led To Ukra… https://t.co/c97pjNa8jw,0,one asking u intervene lost power trudeaus strong response usiran tension led ukra
2623,crash,"Ashbourne , England",Germany's Con/Lab coalition again gets accounts wrong &amp; ends 2019 with a record-breaking €13.5 billion surplus +€5.5 b…,0,germany conlab coalition get account wrong amp end 2019 recordbreaking 135 billion surplus 55 b
2624,crash,Jakarta,"Boeing called Lion Air ""idiots’', and denied their request for #Boeing737Max training before deadly crash. It's bad e…",0,boeing called lion air idiot denied request boeing737max training deadly crash bad e
2625,crash,"Abuja, Nigeria",". ""killed"" a Nigerian Nigerian Dauda Onoruoiza on Ukrainian plane with #FakeNews htt…",0,killed nigerian nigerian dauda onoruoiza ukrainian plane fakenews htt
2626,crash,Everywhere,"#Iran, grappling with unrest over the Ukrainian plane crash, warns protesters it will do everything necessary to protect the p…",1,iran grappling unrest ukrainian plane crash warns protester everything necessary protect p
2627,crash,"London, England",It is now timely to make all the profits possible before a fiscal crash this is an excellent encouraging tip https://t.co/ICsETX1Six,0,timely make profit possible fiscal crash excellent encouraging tip
2628,crash,Russia. In the dense forests.,BREAKING: Iranian Judiciary spokesman says several arrested for their role in Ukraine plane crash - reports https://t.co/uZ…,1,breaking iranian judiciary spokesman say several arrested role ukraine plane crash report
2629,crash,,Bond King' Jeffrey Gundlach Is Horrified that Bernie Sanders Will Crash the Stock Exchange https://t.co/8yLtu7mvf7 https://t.co/Tpt9Wfbkzi,0,bond king jeffrey gundlach horrified bernie sander crash stock exchange
2630,crash,"Vancouver, Canada",Tuesday there will be a vigil for those loss from our Canadian community in the Iranian plan… https://t.co/x3QvcT7bUU,0,tuesday vigil loss canadian community iranian plan
2631,crash,"Cape Cod, Massachusetts USA",Barnstable Police - Six Transported to Hospital Following Multi-Car Crash Involving Mashpee Ambulance https://t.co/NgZxB9ufO0,1,barnstable police six transported hospital following multicar crash involving mashpee ambulance
2632,crash,MAGA Country,Yeah no shit I’ve literally neve… https://t.co/x7MouL6q7G,0,yeah shit ive literally neve
2633,crash,"Cape Cod, Massachusetts USA",Crash involving ambulance in Osterville under investigation https://t.co/iDOrtgb9gb,1,crash involving ambulance osterville investigation
2634,crash,"Cape Cod, Massachusetts USA",UPDATED: Mashpee ambulance with patient on board involved in multiple vehicle crash… six patients transported to ar… https://t.co/cBW1GjUpoc,1,updated mashpee ambulance patient board involved multiple vehicle crash six patient transported ar
2635,crash,,"Canada's Trudeau: Iran plane victims would be alive had there been no regional tensions Justin is saying, without direct…",0,canada trudeau iran plane victim would alive regional tension justin saying without direct
2636,crash,,Let's do a 'Trump deal' to replace the Iran nuclear deal: UK PM Johnson https://t.co/03zvbylOhw,0,let trump deal replace iran nuclear deal uk pm johnson
2637,crash,"UB, Mongolia",Iran says some people arrested for their role in Ukrainian plane crash https://t.co/hFADsZKRPH,1,iran say people arrested role ukrainian plane crash
2638,crash,"Sydney, New South Wales",when the Amazon drone techs gotta do crash testing https://t.co/m5Iu2xWJYU,0,amazon drone tech gotta crash testing
2639,crash,"Georgia, USA","Hassan Rouhani added that the ""tragic event"" would be investigated thoroughly, claiming ""one person cannot be solely responsib…",0,hassan rouhani added tragic event would investigated thoroughly claiming one person cannot solely responsib
2640,crash,Maryhill & Springburn Scotland,I repeat what I said last week after car crash interview on GMS - let's hope she gets elected Labour Leader!…,0,repeat said last week car crash interview gm let hope get elected labour leader
2641,crash,,Iran says some people arrested for their role in Ukrainian plane crash https://t.co/bXTQj2pvIx,1,iran say people arrested role ukrainian plane crash
2642,crash,Nigeria,Three Kwankwasiyya members killed in auto crash News - Fact News Online https://t.co/2bkIFPLFbm,1,three kwankwasiyya member killed auto crash news fact news online
2643,crash,USA,Iran launched missiles at a passenger jet. Iran killed 176 innocent civilians. Iran is to blame. Iran should be condemne…,1,iran launched missile passenger jet iran killed 176 innocent civilian iran blame iran condemne
2644,crash,Hong Kong,"Nancy Pelosi is an EMBARRASSMENT Pelosi said ""whatever!"" when the host mentioned protests in Iran are against Islamic r…",0,nancy pelosi embarrassment pelosi said whatever host mentioned protest iran islamic r
2645,crash,India,https://t.co/Vzt6ZEiZsB All you wanted to know about the #ZeroMDR issue by “It is always good to work towards…,0,wanted know zeromdr issue always good work towards
2646,crash,UK,"Iran Warns Protesters as It Grapples With Unrest Over Plane Crash Video appears to show tear gas, gunshot injuries during…",1,iran warns protester grapple unrest plane crash video appears show tear gas gunshot injury
2647,crash,"Surrey, UK",Live as M4 drivers face four miles of queues after crash near Slough #driving #news https://t.co/cXrtD8u2B9,1,live m4 driver face four mile queue crash near slough driving news
2648,crash,Thailand,Eight British Tourists Injured after Passenger Van ... - https://t.co/2iS8XvAy5h - https://t.co/NOF8sXThN2 - -… https://t.co/qe31g4V1Xq,1,eight british tourist injured passenger van
2649,crash,India,"Weapons-yielding thieves crash getaway car, leave pawnshop workers extremely shaken | T-10 NEWS… https://t.co/0NwLibBej9",1,weaponsyielding thief crash getaway car leave pawnshop worker extremely shaken t10 news
2650,crash,,Badminton king Momota faces two months out after fatal car crash https://t.co/PFPkSk9Fx6 https://t.co/PFPkSk9Fx6,1,badminton king momota face two month fatal car crash
2651,crash,,Bose QC35 price crash – premium wireless headphones dropped to ‘lowest’ ever price – NEWPAPER24… https://t.co/Jv8xkZgf3J,0,bose qc35 price crash premium wireless headphone dropped lowest ever price newpaper24
2652,crash,,Iran says some people arrested for their role in Ukrainian plane crash https://t.co/PV5ShXflfB https://t.co/PqYHjrmKjJ,1,iran say people arrested role ukrainian plane crash
2653,crash,,"Several prominent Iranian state television and radio hosts have quite their jobs, ""saying they could no longer lie for the gov…",0,several prominent iranian state television radio host quite job saying could longer lie gov
2654,crash,Canada,#BREAKING: Trudeau says the 57 Canadians killed when Iran shot down Ukrainian International Airlines Flight 752 would be al…,1,breaking trudeau say 57 canadian killed iran shot ukrainian international airline flight 752 would al
2655,crash,"München, Bayern",Bose QC35 price crash – premium wireless headphones dropped to ‘lowest’ ever price – NEWPAPER24… https://t.co/IyfbUDGAFU,0,bose qc35 price crash premium wireless headphone dropped lowest ever price newpaper24
2656,crash,,Crash Course Into JavaFX: The Best Way to make GUI Apps - A #FREE Course Learn more: https://t.co/3zfzcMltm1 #Java #Prog…,0,crash course javafx best way make gui apps free course learn java prog
2657,crash,"mx, nct, loona, wayv, day6, +",bro how is my internet gonna crash in a middle of a league match??? 🥶🥶,0,bro internet gonna crash middle league match
2658,crash,GORAKHPUR,'Crash' course for bollywood - Never stand with the anti-national leftist goons in the name of activism and protest cu…,0,crash course bollywood never stand antinational leftist goon name activism protest cu
2659,crash,"Scotland, United Kingdom",Derangement Of The Day ⁦⁩ can’t even report on #Iran protests without equating treatment of the press with…,0,derangement day cant even report iran protest without equating treatment press
2660,crash,"Portland, OR",FMCSA to Conduct New Major Large Truck Crash Causation Study https://t.co/SuP7Hk7tON,0,fmcsa conduct new major large truck crash causation study
2661,crash,Kansas City,Mandy the cat came first while matt was still recovering from the citadel crash and before kaidan stepped down as a… https://t.co/a87MyNmsiw,0,mandy cat came first matt still recovering citadel crash kaidan stepped
2662,crash,s-Gravenhage,Arrestaties in Iran in verband met crash Boeing https://t.co/FkfMJyCILs,1,arrestaties iran verband met crash boeing
2663,crash,"Chennai, India",How can one justify the killing of 176 passengers aboard of plane by punishing the few who were all responsible fo… https://t.co/pc30ilTHc2,1,one justify killing 176 passenger aboard plane punishing responsible fo
2664,crash,"In a hammock, Eastern Europe.","No, if the Iranian dictatorship hadn't shot them out of the sky they would have been home https://t.co/IumidawfqU",0,iranian dictatorship hadnt shot sky would home
2665,crash,"London, UK",Three morning stories: 🔴 Iran vows to 'punish' those responsible for plane crash https://t.co/mvoh96bPai 🔴 PM: C… https://t.co/O91wmTNFBY,0,three morning story iran vow punish responsible plane crash pm c
2666,crash,Euless,"""Johnson: New Trump Deal Can Replace the Iran Nuclear Pact"" by Reuters via NYT https://t.co/S0YCAP80qn",0,johnson new trump deal replace iran nuclear pact reuters via nyt
2667,crash,"London, England",Canada's Trudeau: Iran plane crash victims would be alive had there been no tension in region https://t.co/RaQoyLebSI https://…,0,canada trudeau iran plane crash victim would alive tension region
2668,crash,20012,"BoundaryStones: 38 years ago today, Washington mourned two unrelated but deadly tragedies– the crash of Flight 90 i… https://t.co/IX4Mpwe9iP",1,boundarystones 38 year ago today washington mourned two unrelated deadly tragedy crash flight 90
2669,crash,the garden of england,Why are you still calling it a plane crash 🧐 https://t.co/lLCCbCB6sD,0,still calling plane crash
2670,crash,"Paris, France",Did I crash at 8 pm yesterday and woke up just now?,0,crash 8 pm yesterday woke
2671,crash,,A war between uhuru and ruto will crash the country much faster than… https://t.co/0FMPtaqzdB,0,war uhuru ruto crash country much faster
2672,crash,SLC,I hope this causes Bernie to crash and bern. So sick of it! https://t.co/A…,0,hope cause bernie crash bern sick
2673,crash,"Birmingham, England",All ready for the website to crash trying to get West Ham fa cup tickets 😁⚽ Benefits having away season ticket 👌 #wba,0,ready website crash trying get west ham fa cup ticket benefit away season ticket wba
2674,crash,"Belfast, Northern Ireland",This was an absolutely car crash interview by !! Now bored of racism being used to win an argument https://t…,0,absolutely car crash interview bored racism used win argument
2675,crash,Night City,"Story of #ModernWarfare - crash every single moment and lose all the progression for that gold camo, because dev at… https://t.co/1rUxKAO28g",0,story modernwarfare crash every single moment lose progression gold camo dev
2676,crash,"Brooklyn, NY","Nah. I want to start wearing suits more. But the opportunity never presents itself. I should just crash a wedding,… https://t.co/QtIth0Aau6",0,nah want start wearing suit opportunity never present crash wedding
2677,crash,AUS,"In an exclusive interview with , Prime Minister Justin Trudeau said that in his opinion, the ""tensions"" in t…",0,exclusive interview prime minister justin trudeau said opinion tension
2678,crash,"United Kingdom, Europe",#NotMyPM on BBC says #ReleaseTheRussiaReport will be released in weeks. How many weeks #RussiaReport. Probably enou… https://t.co/WH2MKoa3jm,0,notmypm bbc say releasetherussiareport released week many week russiareport probably enou
2679,crash,PG,"Don’t rush the come up by trying to impress folks, that’s how you become a crash dummy.",0,dont rush come trying impress folk thats become crash dummy
2680,crash,"East Village, New York, NY",Canada’s Trudeau addresses US role in deadly Iran plane crash https://t.co/B9MmKgf5kj,0,canada trudeau address u role deadly iran plane crash
2681,crash,"Sarasota, FL","""Without recent escalations, Iran plane crash victims would be ‘home with their families’"" - Justin Trudeau. THIS is the…",0,without recent escalation iran plane crash victim would home family justin trudeau
2682,crash,New,"Canada's Trudeau: Iran plane victims would be alive had there been no regional tensions Justin is saying, without… https://t.co/vDPITzpJ0W",0,canada trudeau iran plane victim would alive regional tension justin saying without
2683,crash,,#BREAKING: Several people have been arrested because of their role in the Ukrainian plane crash in Iran that killed all 176 peo…,1,breaking several people arrested role ukrainian plane crash iran killed 176 peo
2684,crash,woomeLang,"#Breaking: Some people were arrested over Ukrainian aircraft crash in Iran, media reports.",1,breaking people arrested ukrainian aircraft crash iran medium report
2685,crash,West Midlands,A man's died after a serious crash in #Hanbury in #Worcestershire yesterday afternoon #HeartNews https://t.co/jprAGzwHUL,1,man died serious crash hanbury worcestershire yesterday afternoon heartnews
2686,crash,Vancouver British Columbia,#BREAKING: Several people have been arrested because of their role in the Ukrainian plane crash in Iran that killed… https://t.co/scWtzlb8Ku,1,breaking several people arrested role ukrainian plane crash iran killed
2687,crash,Nor CA,"Iranian authorities warned protesters not to stage further antigovernment demonstrations, as a video appeared to show security…",0,iranian authority warned protester stage antigovernment demonstration video appeared show security
2688,crash,"London, England","SHIMMERING PAISTE SIGNATURE 16"" FULL CRASH! EXCD 988 Gs WHY PAY $320 https://t.co/9Mz29E9Bw4 https://t.co/pCuAmIW6VL",0,shimmering paiste signature 16 full crash excd 988 g pay 320
2689,crash,"Santa Monica, CA","And Warren added, ""For my money, Crash is the finest Best Picture winner of the las… https://t.co/dLbtS4rTt7",0,warren added money crash finest best picture winner la
2690,crash,,Good God no - this a cheap stunt to placate the gammons. Given the amount of cash the… https://t.co/yGtQrqRXht,0,good god cheap stunt placate gammon given amount cash
2691,crash,,Presenter Gellare Jabbari apologised to Iranians ‘for the 13 years I told you lies’ https://t.co/BU9BzvKLY6,0,presenter gellare jabbari apologised iranian 13 year told lie
2692,crashed,,I wish #Chhapaak had not crashed so badly. Subjects like these must be discussed through a film. But Deepika’s own co…,0,wish chhapaak crashed badly subject like must discussed film deepikas co
2693,crashed,"Tucson, AZ","Boeing employees mocked Lion Air staff for seeking 737 Max training, calling them ""idiots."" A year later 189 people died when…",1,boeing employee mocked lion air staff seeking 737 max training calling idiot year later 189 people died
2694,crashed,,Camera app crashed while I was taking a photo and this was the result via /r/softwaregore https://t.co/HnwPFp2YUI… https://t.co/09tr7h2ctu,0,camera app crashed taking photo result via rsoftwaregore
2695,crashed,"You know where I dey, na Naija","They hear ur having a bad time, no sympathy. hear u starving, no help. hear ur business has crashed, no aid. hear y… https://t.co/dgZ13ncteH",0,hear ur bad time sympathy hear u starving help hear ur business crashed aid hear
2696,crashed,,my streamlabs obs and twitch both crashed. GGs everyone.,0,streamlabs ob twitch crashed ggs everyone
2697,crashed,"Hot Springs, AR",Crashed the boat https://t.co/qEObdt54m2,0,crashed boat
2698,crashed,Israel,UNIAN info the Ukrainian plane 737 that crashed killing all its victims in Iran would have faced the same fate beca… https://t.co/BwLFWUySbo,1,unian info ukrainian plane 737 crashed killing victim iran would faced fate beca
2699,crashed,,Many of you may not remember the 1983 Soviet shoot down of KAL 007. The Korean Jumbo jet was first reported to have… https://t.co/TNct73ynWp,1,many may remember 1983 soviet shoot kal 007 korean jumbo jet first reported
2700,crashed,UK,Sir Patrick..love StarTrek and I love our fantastic economy and don’t give a wit what you think about po…,0,sir patricklove startrek love fantastic economy dont give wit think po
2701,crashed,"Kano, Nigeria",Racksterly has crashed??,0,racksterly crashed
2702,crashed,,Amakhosi have crashed the PSL website. I was trying to go register my vote but now it's not impossible.,0,amakhosi crashed psl website trying go register vote impossible
2703,crashed,"Surfers Paradise, Gold Coast","Seventy-seven years after it vanished off the coast of Hawaii, a World War II fighter has been discovered. #9News https://t.co/lVohkid5Au",0,seventyseven year vanished coast hawaii world war ii fighter discovered 9news
2704,crashed,"Benoni, South Africa",A crashed car turns into a man being shot dead https://t.co/2Z9z51AfG7 via,1,crashed car turn man shot dead via
2705,crashed,somewhere in Estonia,The women were doing a left turn when the guy crashed into them coming from behind. He was speeding about 140 km/h… https://t.co/m3DPHJKxOc,1,woman left turn guy crashed coming behind speeding 140 kmh
2706,crashed,"Toronto, Ontario",Obama killed a guy who was responsible for the worst terrorist attack on American soil.… https://t.co/W2IRRUjB9I,1,obama killed guy responsible worst terrorist attack american soil
2707,crashed,🇬🇷,"ℹARMY, Apparently as it seems #CONNECTBTS_ONLINE is a new website,as rumours say,a lot searched &amp; crashed😁 2 hints…",0,ℹarmy apparently seems connectbts_online new websiteas rumour saya lot searched amp crashed 2 hint
2708,crashed,"Gervais, OR ",Damn almost crashed cuz I was falling asleep on the wheel #whoops,0,damn almost crashed cuz falling asleep wheel whoop
2709,crashed,New Delhi,Rajneeti News (Stardust: Oldest material on earth found inside meteorite - Al Jazeera English) A meteorite that cr… https://t.co/EOrtGGN9ha,0,rajneeti news stardust oldest material earth found inside meteorite al jazeera english meteorite cr
2710,crashed,Nnukwu-Ofia,Driver of stolen tractor trailer killed when truck crashed into a car &amp; then another at Eglinton/Mavis in Mississauga. Other…,1,driver stolen tractor trailer killed truck crashed car amp another eglintonmavis mississauga
2711,crashed,,This guy is a prize plonker... have you ever heard him speak? He would worry me if I wa… https://t.co/E0Q1E3LGM1,0,guy prize plonker ever heard speak would worry wa
2712,crashed,England,Meteorite that crashed in 1969 found to contain 'most ancient matter on Earth' https://t.co/phPrIy3au8,0,meteorite crashed 1969 found contain ancient matter earth
2713,crashed,Amphoe Mueang Nakhon Ratchasim,"imagine: 15x09 airs. dean and cas share a kiss on screen. ""Destiel Kiss"" is trending on twitter. everyone is freaking out a…",0,imagine 15x09 air dean ca share kiss screen destiel kiss trending twitter everyone freaking
2714,crashed,Islamic Republic of Iran,"for Kiana, another victim in the crashed airplane https://t.co/dIT0dZK03s",1,kiana another victim crashed airplane
2715,crashed,Jharkhand(Non-resident Bihari),4) Kanhaiya filed his nomination for MP elections ( and lost miserably) from a constituency where vot… https://t.co/94977WhwRK,0,4 kanhaiya filed nomination mp election lost miserably constituency vot
2716,crashed,,DISTURBING video of the last moments on the flight that crashed in Iran. My God you would hope it was quick it was painles…,1,disturbing video last moment flight crashed iran god would hope quick painles
2717,crashed,,"I lost most my work when my laptop crashed mme kana, also produced Noello x Ghubu rap",0,lost work laptop crashed mme kana also produced noello x ghubu rap
2718,crashed,"Jehanabad, India",#Chhapaak Crashed at Mass Clash with #Tanhaji finished this movie Blame should be given one &amp; only to FOX STAR It was a…,0,chhapaak crashed mass clash tanhaji finished movie blame given one amp fox star
2719,crashed,USA,"Throw the book at her! She should NEVER be allowed to drive again, much less a School Bus! Her own two children in the…",0,throw book never allowed drive much less school bus two child
2720,crashed,"Toronto, Ontario","On Wednesday, Jan. 8, a jetliner operated by Ukrainian International Airlines crashed shortly after taking off in Iran. Al…",1,wednesday jan 8 jetliner operated ukrainian international airline crashed shortly taking iran al
2721,crashed,"Atlanta, GA","Yesterday I slept from 5a-9a, today I crashed at like 6pm Woke up at 2am and now I'm ready to go for the day I guess?",0,yesterday slept 5a9a today crashed like 6pm woke 2am im ready go day guess
2722,crashed,,Today's game was about a man who just became a father! The game was like this: It showed a full-screen gray color t… https://t.co/ajSf2r1BSZ,0,today game man became father game like showed fullscreen gray color
2723,crashed,,"what the great father has built, are now crashed, smashed and pulverized to pulp.. sad sad..",0,great father built crashed smashed pulverized pulp sad sad
2724,crashed,Chigley,I sprained my wrist and bruised my fingers punching a sofa when I couldn't book flights to Dublin. The web…,0,sprained wrist bruised finger punching sofa couldnt book flight dublin web
2725,crashed,,Apparently the plane crashed into the missile which was fired by Iranian regime. But Qasem Soleimani car didn’t crash into th…,1,apparently plane crashed missile fired iranian regime qasem soleimani car didnt crash th
2726,crashed,"Newlands, South Africa","It would have crashed into all 3, for sure",0,would crashed 3 sure
2727,crashed,Botswana,ke tla cheka harddrive at home. PC Crashed. phone dead. so you just hoping for miracles brother.,0,ke tla cheka harddrive home pc crashed phone dead hoping miracle brother
2728,crashed,Abu Dhabi,"UPDATE: Pentagon official, U.S. intelligence official and Iraqi intelligence official say: The Ukrainian flight that cr…",1,update pentagon official u intelligence official iraqi intelligence official say ukrainian flight cr
2729,crashed,Abu Dhabi,BREAKING: Ukrainian President Volodymyr Zelensky says; All 170 passengers and crew members on board the Ukrainian Boei…,1,breaking ukrainian president volodymyr zelensky say 170 passenger crew member board ukrainian boei
2730,crashed,"California, USA",Should put this pic side-by-side with one that shows him CLEARLY FLYING HIGH. Can’t tell if he “crashed” here or what. H…,0,put pic sidebyside one show clearly flying high cant tell crashed h
2731,crashed,"Coventry, England",I sprained my wrist and bruised my fingers punching a sofa when I couldn't book flights to Dublin. Th… https://t.co/7dTYe6M3vD,0,sprained wrist bruised finger punching sofa couldnt book flight dublin th
2732,crashed,"Discord, The Internet",fix charls left game crashed gee-princess-beer.,0,fix charls left game crashed geeprincessbeer
2733,crashed,Bristoland,please can you explain how I'm supposed to renew my driving licence online when your website has continu… https://t.co/KOCJqiVzIK,0,please explain im supposed renew driving licence online website continu
2734,crashed,,THE WAY IT JUST CUTS OFF WHEN THEY ALMOST CRASHED INTO THE TREE I CANTJFJDJD THIS SENDS https://t.co/TLtII8XWbL,0,way cut almost crashed tree cantjfjdjd sends
2735,crashed,,The 'blame Trump' narrative has got to stop. https://t.co/NmOzCqNWxO https://t.co/hkOjPFnA5r,0,blame trump narrative got stop
2736,crashed,,I dont have songs mathata my laptop crashed with everything I ever worked on,0,dont song mathata laptop crashed everything ever worked
2737,crashed,,CMI’s conflicted agent Seruga throws insults at the Rwandan leadership as he shapes the already crashed “border closure” narr…,0,cmis conflicted agent seruga throw insult rwandan leadership shape already crashed border closure narr
2738,crashed,,"""Boy, I remember the day I bought this software. Grandpa had just gotten arrested for se… https://t.co/Z9ZdtLqRxU",0,boy remember day bought software grandpa gotten arrested se
2739,crashed,Lagos,"My laptop crashed, I couldn't write any code and I slept thinking about how I could have become Mark Zuckerberg if… https://t.co/8kMZBTGDGL",0,laptop crashed couldnt write code slept thinking could become mark zuckerberg
2740,crashed,United Kingdom,crashed my car,1,crashed car
2741,crashed,,"Do your research to find out if something like this happened in the world, it took a few days to te… https://t.co/GPWboDXOo6",0,research find something like happened world took day te
2742,crashed,,"The Mainstream Media &amp; Democrats in 2016: ""If Donald Trump is elected the Markets will CRASH!"" They were absolutely right.…",0,mainstream medium amp democrat 2016 donald trump elected market crash absolutely right
2743,crashed,,So my computer decided to crashed hardcore while I was trying to get my vids all ready for this week. So... No vids… https://t.co/vLiMrwJcPw,0,computer decided crashed hardcore trying get vids ready week vids
2744,crashed,"BC, Canada",-SHSN +BLSN and very strong outflow winds Sumas Prairie .. very icy from Hope to just east Abbotsford. Very squirrely danger…,1,shsn blsn strong outflow wind sumas prairie icy hope east abbotsford squirrely danger
2745,crashed,London,"The NHS IT systems crashed at our GP practice this morning. As a result, I ran 40 minutes late seeing my patients! GP…",0,nh system crashed gp practice morning result ran 40 minute late seeing patient gp
2746,crashed,,Wait they didn't announce anything and the website crashed already 😭😂😂😂 https://t.co/fgwZqzXTQb,0,wait didnt announce anything website crashed already
2747,crashed,,Is it bad that I’ve watched it a dozen times &amp; I can’t definitively say if that’s a boy or girl? But al… https://t.co/vRdWnHju55,0,bad ive watched dozen time amp cant definitively say thats boy girl al
2748,crush,,“hmp” means hug me please. crush hmp,0,hmp mean hug please crush hmp
2749,crush,"Sparks, NV",yo i kinda jus wanna kiss my crush there i said it,0,yo kinda jus wanna kiss crush said
